resample,delta_fpr
"[(2147, 2087, 2207), (1860, 1800, 1920), (5784, 5724, 5844), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (2550, 2490, 2610)]",-0.047818290496114774
"[(22, 0, 82), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (2867, 2807, 2927), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (4724, 4664, 4784), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (2867, 2807, 2927)]",-0.051757435303205875
"[(22, 0, 82), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (376, 316, 436)]",-0.03464343598055106
"[(3884, 3824, 3944), (2867, 2807, 2927), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657)]",-0.03984857541342897
"[(1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610), (590, 530, 650)]",-0.05240087666865909
"[(22, 0, 82), (5597, 5537, 5657), (590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (2147, 2087, 2207), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (1860, 1800, 1920)]",-0.035721703011422634
"[(5597, 5537, 5657), (4724, 4664, 4784), (5597, 5537, 5657), (5784, 5724, 5844), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650)]",-0.04192208819458177
"[(22, 0, 82), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (5784, 5724, 5844), (4724, 4664, 4784), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844)]",-0.05299584734032034
"[(1860, 1800, 1920), (4501, 4441, 4561), (5031, 4971, 5091), (2550, 2490, 2610), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (2147, 2087, 2207), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784)]",-0.045732952225398124
"[(3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657), (2550, 2490, 2610), (4724, 4664, 4784), (1860, 1800, 1920), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (590, 530, 650), (1860, 1800, 1920)]",-0.04569055036344756
"[(4724, 4664, 4784), (1860, 1800, 1920), (376, 316, 436), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (3884, 3824, 3944), (590, 530, 650), (2147, 2087, 2207), (4724, 4664, 4784), (376, 316, 436)]",-0.04457050243111831
"[(3884, 3824, 3944), (376, 316, 436), (2550, 2490, 2610), (5031, 4971, 5091), (1860, 1800, 1920), (2550, 2490, 2610), (2550, 2490, 2610), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (590, 530, 650), (2147, 2087, 2207), (2147, 2087, 2207)]",-0.04736627194773377
"[(2550, 2490, 2610), (2550, 2490, 2610), (376, 316, 436), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (5597, 5537, 5657), (376, 316, 436), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.046692607003891044
"[(5784, 5724, 5844), (2867, 2807, 2927), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (22, 0, 82), (1860, 1800, 1920), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.034012260233339926
"[(2550, 2490, 2610), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.04706347636938897
"[(4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (4501, 4441, 4561), (590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (2867, 2807, 2927), (5784, 5724, 5844)]",-0.04357976653696498
"[(590, 530, 650), (590, 530, 650), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (376, 316, 436), (4724, 4664, 4784), (3884, 3824, 3944), (2550, 2490, 2610)]",-0.0541940625622634
"[(376, 316, 436), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784), (5031, 4971, 5091), (2550, 2490, 2610), (2867, 2807, 2927)]",-0.043821391484942886
"[(2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (2867, 2807, 2927), (2147, 2087, 2207), (2147, 2087, 2207), (3884, 3824, 3944), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (1860, 1800, 1920)]",-0.042747163695299836
"[(3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (1860, 1800, 1920), (2147, 2087, 2207), (590, 530, 650), (5031, 4971, 5091), (2550, 2490, 2610)]",-0.044630404463040445
"[(22, 0, 82), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.03829011345218801
"[(4724, 4664, 4784), (5784, 5724, 5844), (5031, 4971, 5091), (2147, 2087, 2207), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (2867, 2807, 2927), (4724, 4664, 4784), (2867, 2807, 2927), (3884, 3824, 3944), (22, 0, 82)]",-0.04735202492211838
"[(590, 530, 650), (5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784), (4724, 4664, 4784), (4724, 4664, 4784), (22, 0, 82), (2147, 2087, 2207), (590, 530, 650), (2867, 2807, 2927)]",-0.03484602917341978
"[(5597, 5537, 5657), (22, 0, 82), (4501, 4441, 4561), (590, 530, 650), (5031, 4971, 5091), (22, 0, 82), (3884, 3824, 3944), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657), (3884, 3824, 3944)]",-0.05040556199304751
"[(5031, 4971, 5091), (5597, 5537, 5657), (2550, 2490, 2610), (4501, 4441, 4561), (2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (5597, 5537, 5657), (2550, 2490, 2610), (5597, 5537, 5657)]",-0.04528376507810955
"[(5784, 5724, 5844), (22, 0, 82), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (1860, 1800, 1920), (5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944)]",-0.043821391484942886
"[(4724, 4664, 4784), (5784, 5724, 5844), (2147, 2087, 2207), (5031, 4971, 5091), (4724, 4664, 4784), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.039044652128764276
"[(1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (5031, 4971, 5091), (4724, 4664, 4784), (5597, 5537, 5657), (376, 316, 436), (22, 0, 82), (2550, 2490, 2610), (376, 316, 436), (5597, 5537, 5657), (376, 316, 436), (1860, 1800, 1920)]",-0.05349555813055233
"[(2147, 2087, 2207), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657)]",-0.037373937116867706
"[(5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (2147, 2087, 2207), (4724, 4664, 4784), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82)]",-0.04619124797406807
"[(5597, 5537, 5657), (5597, 5537, 5657), (3884, 3824, 3944), (4724, 4664, 4784), (5597, 5537, 5657), (5784, 5724, 5844), (590, 530, 650), (3884, 3824, 3944), (376, 316, 436), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (1860, 1800, 1920)]",-0.0526742301458671
"[(2147, 2087, 2207), (5784, 5724, 5844), (5784, 5724, 5844), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (22, 0, 82), (2867, 2807, 2927), (4501, 4441, 4561), (376, 316, 436), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650)]",-0.04172434249555072
"[(4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (5597, 5537, 5657), (4501, 4441, 4561), (5784, 5724, 5844), (1860, 1800, 1920), (3884, 3824, 3944), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091)]",-0.05611831442463533
"[(2867, 2807, 2927), (376, 316, 436), (4501, 4441, 4561), (2550, 2490, 2610), (2867, 2807, 2927), (4724, 4664, 4784), (22, 0, 82), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (4724, 4664, 4784), (5597, 5537, 5657), (590, 530, 650)]",-0.042747163695299836
"[(590, 530, 650), (1860, 1800, 1920), (2867, 2807, 2927), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (4724, 4664, 4784), (376, 316, 436), (22, 0, 82), (376, 316, 436), (376, 316, 436)]",-0.04172434249555072
"[(1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (1860, 1800, 1920), (2550, 2490, 2610), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (5597, 5537, 5657)]",-0.045136186770428015
"[(2147, 2087, 2207), (1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784), (4501, 4441, 4561), (2147, 2087, 2207), (2147, 2087, 2207), (2147, 2087, 2207), (4501, 4441, 4561), (4501, 4441, 4561), (376, 316, 436), (2147, 2087, 2207), (2550, 2490, 2610)]",-0.054932522334157005
"[(5784, 5724, 5844), (4501, 4441, 4561), (2550, 2490, 2610), (5597, 5537, 5657), (4501, 4441, 4561), (5784, 5724, 5844), (2147, 2087, 2207), (5597, 5537, 5657), (4724, 4664, 4784), (2867, 2807, 2927), (3884, 3824, 3944), (4724, 4664, 4784), (2867, 2807, 2927)]",-0.04004781829049611
"[(2550, 2490, 2610), (590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (4501, 4441, 4561), (2550, 2490, 2610), (5597, 5537, 5657), (4724, 4664, 4784), (590, 530, 650), (2147, 2087, 2207)]",-0.04642359035664475
"[(22, 0, 82), (22, 0, 82), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (5597, 5537, 5657), (4724, 4664, 4784), (4724, 4664, 4784), (376, 316, 436), (3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944)]",-0.04686573067035792
"[(4724, 4664, 4784), (5784, 5724, 5844), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (2550, 2490, 2610), (2550, 2490, 2610), (5784, 5724, 5844), (590, 530, 650), (4501, 4441, 4561)]",-0.0593043147690553
"[(5597, 5537, 5657), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561), (5597, 5537, 5657), (3884, 3824, 3944), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.04580878160045619
"[(1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091), (4724, 4664, 4784), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (1860, 1800, 1920), (4724, 4664, 4784), (22, 0, 82)]",-0.05141388174807198
"[(590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (1860, 1800, 1920), (22, 0, 82), (3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.049831916155823615
"[(2867, 2807, 2927), (1860, 1800, 1920), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (590, 530, 650), (2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (2550, 2490, 2610), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650)]",-0.04294975688816856
"[(5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (4724, 4664, 4784), (5784, 5724, 5844), (5597, 5537, 5657), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (5597, 5537, 5657), (3884, 3824, 3944)]",-0.05642023346303501
"[(2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (376, 316, 436), (2550, 2490, 2610), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (1860, 1800, 1920), (4724, 4664, 4784), (5031, 4971, 5091), (590, 530, 650), (5597, 5537, 5657)]",-0.043821391484942886
"[(590, 530, 650), (590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657), (1860, 1800, 1920), (5784, 5724, 5844), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82)]",-0.05267423014586709
"[(590, 530, 650), (4501, 4441, 4561), (2867, 2807, 2927), (22, 0, 82), (590, 530, 650), (22, 0, 82), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (5784, 5724, 5844)]",-0.05105348460291734
"[(5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436), (590, 530, 650), (4501, 4441, 4561), (2147, 2087, 2207), (4501, 4441, 4561), (1860, 1800, 1920), (4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.0466820180029307
"[(4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (4724, 4664, 4784), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (4501, 4441, 4561), (22, 0, 82), (1860, 1800, 1920)]",-0.051611627447103015
"[(1860, 1800, 1920), (1860, 1800, 1920), (2867, 2807, 2927), (4501, 4441, 4561), (1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (2867, 2807, 2927), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.038910505836575876
"[(1860, 1800, 1920), (3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (376, 316, 436), (2867, 2807, 2927), (376, 316, 436), (5031, 4971, 5091), (1860, 1800, 1920), (4501, 4441, 4561)]",-0.04669260700389106
"[(3884, 3824, 3944), (3884, 3824, 3944), (590, 530, 650), (1860, 1800, 1920), (590, 530, 650), (590, 530, 650), (2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (376, 316, 436)]",-0.037362188648427934
"[(5031, 4971, 5091), (4501, 4441, 4561), (2147, 2087, 2207), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (22, 0, 82), (2147, 2087, 2207), (5597, 5537, 5657), (1860, 1800, 1920)]",-0.035721703011422634
"[(4501, 4441, 4561), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (2147, 2087, 2207), (3884, 3824, 3944), (3884, 3824, 3944), (2147, 2087, 2207), (4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.039105058365758755
"[(4724, 4664, 4784), (376, 316, 436), (5031, 4971, 5091), (2867, 2807, 2927), (5784, 5724, 5844), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (4501, 4441, 4561)]",-0.03984857541342897
"[(5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (376, 316, 436), (5784, 5724, 5844), (5784, 5724, 5844), (590, 530, 650), (590, 530, 650), (2147, 2087, 2207), (1860, 1800, 1920), (376, 316, 436), (2147, 2087, 2207)]",-0.04248744689069138
"[(590, 530, 650), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (1860, 1800, 1920), (590, 530, 650), (4501, 4441, 4561), (22, 0, 82), (4501, 4441, 4561)]",-0.04294975688816856
"[(5597, 5537, 5657), (3884, 3824, 3944), (3884, 3824, 3944), (4724, 4664, 4784), (5784, 5724, 5844), (2867, 2807, 2927), (5784, 5724, 5844), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927), (4724, 4664, 4784)]",-0.047818290496114774
"[(376, 316, 436), (2147, 2087, 2207), (376, 316, 436), (5031, 4971, 5091), (1860, 1800, 1920), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650)]",-0.0444311615859733
"[(590, 530, 650), (4724, 4664, 4784), (22, 0, 82), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (4501, 4441, 4561), (3884, 3824, 3944), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.043701799485861184
"[(590, 530, 650), (5784, 5724, 5844), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436), (2550, 2490, 2610), (590, 530, 650), (5784, 5724, 5844), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.042387378825318386
"[(4724, 4664, 4784), (5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091), (5031, 4971, 5091), (2550, 2490, 2610), (22, 0, 82), (590, 530, 650), (22, 0, 82), (22, 0, 82), (5597, 5537, 5657), (5597, 5537, 5657), (590, 530, 650)]",-0.05040556199304751
"[(5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844), (22, 0, 82)]",-0.04495100127822753
"[(2550, 2490, 2610), (5784, 5724, 5844), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (22, 0, 82), (2550, 2490, 2610), (5784, 5724, 5844), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (590, 530, 650)]",-0.03464343598055106
"[(5597, 5537, 5657), (1860, 1800, 1920), (3884, 3824, 3944), (2550, 2490, 2610), (2550, 2490, 2610), (376, 316, 436), (5597, 5537, 5657), (2147, 2087, 2207), (3884, 3824, 3944), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (3884, 3824, 3944)]",-0.04457050243111831
"[(376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (5784, 5724, 5844), (4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (590, 530, 650), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.043821391484942886
"[(2550, 2490, 2610), (2867, 2807, 2927), (3884, 3824, 3944), (2147, 2087, 2207), (2867, 2807, 2927), (2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (4501, 4441, 4561), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (5597, 5537, 5657)]",-0.03910505836575876
"[(3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (3884, 3824, 3944), (5597, 5537, 5657), (2550, 2490, 2610), (4724, 4664, 4784), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (3884, 3824, 3944)]",-0.04781829049611477
"[(2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (4501, 4441, 4561), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (376, 316, 436), (22, 0, 82), (590, 530, 650), (3884, 3824, 3944), (22, 0, 82)]",-0.05793742757821553
"[(2867, 2807, 2927), (4501, 4441, 4561), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (5784, 5724, 5844), (2147, 2087, 2207), (4501, 4441, 4561)]",-0.044225569718037844
"[(376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (5784, 5724, 5844), (2147, 2087, 2207)]",-0.04035281146637265
"[(2550, 2490, 2610), (5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (5597, 5537, 5657), (5784, 5724, 5844), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650)]",-0.045330739299610893
"[(2550, 2490, 2610), (5597, 5537, 5657), (5597, 5537, 5657), (22, 0, 82), (2550, 2490, 2610), (22, 0, 82), (5031, 4971, 5091), (4501, 4441, 4561), (2867, 2807, 2927), (2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944)]",-0.037373937116867706
"[(590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920), (5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657)]",-0.04642359035664475
"[(4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (2147, 2087, 2207), (590, 530, 650), (4724, 4664, 4784), (2147, 2087, 2207), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (5784, 5724, 5844), (2550, 2490, 2610), (22, 0, 82)]",-0.050405561993047514
"[(2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (2147, 2087, 2207), (2867, 2807, 2927), (1860, 1800, 1920), (5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650)]",-0.036660689380354654
"[(5597, 5537, 5657), (5784, 5724, 5844), (5784, 5724, 5844), (4501, 4441, 4561), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (2147, 2087, 2207), (2867, 2807, 2927), (5597, 5537, 5657), (2550, 2490, 2610), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.03984857541342897
"[(2550, 2490, 2610), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650), (22, 0, 82), (590, 530, 650), (5597, 5537, 5657), (376, 316, 436), (376, 316, 436), (590, 530, 650), (4501, 4441, 4561), (5784, 5724, 5844), (5784, 5724, 5844)]",-0.051413881748071974
"[(4501, 4441, 4561), (4724, 4664, 4784), (22, 0, 82), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (5031, 4971, 5091), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657)]",-0.042747163695299836
"[(4724, 4664, 4784), (5784, 5724, 5844), (22, 0, 82), (376, 316, 436), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (2867, 2807, 2927), (376, 316, 436), (4501, 4441, 4561), (22, 0, 82)]",-0.05057558029816946
"[(2550, 2490, 2610), (4724, 4664, 4784), (2867, 2807, 2927), (1860, 1800, 1920), (2867, 2807, 2927), (5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (22, 0, 82)]",-0.039044652128764276
"[(4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (4724, 4664, 4784), (376, 316, 436), (5031, 4971, 5091), (2867, 2807, 2927), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.04899959167006942
"[(5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (2867, 2807, 2927), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (5031, 4971, 5091)]",-0.052995847340320354
"[(3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (22, 0, 82), (5031, 4971, 5091)]",-0.05477555863159976
